19	64193509	64201734	110498415
19	64250268	64257114	110498414
19	64971235	65020599	110498417
19	63760465	63764896	110498416
26	33386852	33388945	118944422
17	9747308	9772113	110494886
17	9694821	9734504	110494887
8	4037616	4047801	110529267
17	9555515	9559327	110494880
2	69411769	69549683	110494881
17	17728403	17743407	110485606
13	10097947	10102555	110485602
13	10053959	10087804	110485600
17	14531786	14540271	110512215
3	15706305	15710237	110512218
17	18244091	18252194	110485608
17	15777687	15797879	110485609
4	16665910	16668053	110522206
4	16840426	17003919	110522207
4	16656912	16659864	110522204
4	16668246	16710807	110522205
4	16663179	16665325	110522202
4	16660751	16662921	110522203
4	16465432	16470220	110522200
2	19583047	19585670	110537188
12	21730306	21752514	110537187
12	21698762	21722433	110537186
12	21685358	21692839	110537185
30	17464683	17474752	100217373
12	21655392	21666107	110537183
12	21645814	21655245	110537182
4	17031514	17195032	110522208
4	17220140	17294859	110522209
26	46472695	46474092	118944428
26	49363829	49368336	118944429
18	17012127	17053482	110495689
18	16987740	17001956	110495688
18	16613649	16683077	110495683
18	16585783	16610837	110495682
18	16516667	16584000	110495681
18	16971053	16972390	110495687
18	16915423	16946521	110495686
18	16947767	16969915	110495685
18	16732325	16735884	110495684
12	31955273	31960916	110537455
12	31971901	31995685	110537454
12	32005154	32027744	110537457
16	20823403	20826166	110491598
12	31897610	31900587	110537451
12	31864334	31889455	110537450
2	20629126	20649273	110537453
12	31905481	31916227	110537452
16	20738801	20772291	110491593
16	20772918	20784853	110491592
16	20724435	20733606	110491591
16	20681651	20688683	110491590
12	32304197	32323673	110537459
12	32137999	32300172	110537458
16	20826541	20831718	110491595
16	20785617	20791878	110491594
10	26782862	26792664	110533565
10	26768337	26774064	110533564
10	26806114	26847884	110533567
10	26859873	26882441	110533566
10	26603368	26608112	110533561
10	26608389	26686701	110533560
10	26756455	26764439	110533563
10	26695865	26705226	110533562
10	26890009	26911668	110533569
10	26876103	26890509	110533568
9	17050749	17064251	110532941
17	43086962	43087585	118940134
17	43116945	43117331	118940135
17	43117970	43118593	118940136
17	43127224	43127610	118940137
17	36289124	36289747	118940130
9	17292470	17305629	110532942
17	37711885	37713372	118940132
17	43085937	43086323	118940133
17	43128249	43128872	118940138
17	43149214	43149600	118940139
5	28876573	28880143	110523559
5	28829715	28837189	110523558
5	28536287	28594968	110523550
5	28720277	28733042	110523553
5	28659697	28665724	110523552
5	28780462	28792050	110523555
5	28737461	28780731	110523554
5	28805226	28829428	110523557
5	28796448	28804711	110523556
16	60850673	60860696	110492484
16	60880406	60914134	110492485
16	60916746	60970799	110492486
16	61013168	61035347	110492487
16	60796986	60803026	110492480
31	24800871	24815921	110504819
16	60833073	60840028	110492482
31	24816266	24822344	110504818
16	60979621	61013031	110492488
16	60973022	60979513	110492489
18	73822008	74115567	110496905
18	73789518	73801888	110496904
18	69519227	69613542	110496907
18	74496382	74540849	110496906
15	65901742	65979435	110511371
2	78267071	78270220	110496900
18	73201799	73281251	110496903
18	69078422	69130056	110496902
18	6322458	6333615	110496909
18	69238043	69262807	110496908
15	13170348	13176530	110489602
15	13219351	13227413	110489603
15	13140028	13144023	110489600
15	13374081	13380357	110489606
15	13288725	13369504	110489604
15	49444609	49446782	110490847
2	39821880	39862520	110489609
15	39114002	39115857	110490842
3	49814771	49862076	110520118
3	49560085	49563837	110520110
1	27271900	27308715	110520111
3	49563841	49608114	110520112
3	49629246	49676777	110520113
3	49676929	49731937	110520114
3	49731876	49735462	110520115
3	49794657	49802027	110520116
3	49862239	49865998	110520117
12	15465305	15487068	118937717
12	65900541	65904872	118937713
12	65880079	65881576	118937711
18	6493403	6573608	110514219
2	12549299	12553519	118937718
12	67107610	67113681	118937719
16	53050108	53070191	110492273
21	42655361	42661095	110500474
21	42790604	42800548	110500477
21	42778252	42810838	110500476
25	20400012	20406260	110505547
21	42565374	42570347	110500471
21	42586239	42596683	110500470
21	42633393	42641281	110500473
8	4220178	4279494	110529268
21	42642148	42654789	110500472
30	14780910	14847184	110521393
13	19370118	19372822	110487518
26	8067181	8068719	110518912
6	93820258	93825711	110518911
26	8071029	8089570	110518910
13	9909576	9975859	110487510
17	7603400	7608396	110518919
3	33401850	33442397	110518918
21	647909	710000	118936449
19	9009778	9015559	118936441
9	36631767	36644531	118936440
25	20383500	20387373	110505549
17	9543820	9562045	118936444
19	9134189	9138249	118936446
32	31120914	31127679	110488269
Y	45467311	45495435	110509477
32	31005525	31067323	110488263
32	30996109	31001020	110488262
1	15163316	15171415	110488261
32	30817937	30822555	110488260
32	31143540	31146770	110488267
32	31128917	31132279	110488266
2	34966907	34982793	110488264
7	33205314	33215912	110527669
7	32959859	32998873	110527668
7	32649541	32762616	110527663
7	32523810	32620619	110527662
7	32468013	32480794	110527661
7	32941906	32950746	110527667
7	32898346	32913140	110527666
7	32848895	32879742	110527665
7	32792180	32822397	110527664
13	41684862	41709237	110486391
13	41665511	41675898	110486390
5	64243519	64246283	110524318
5	64247497	64275959	110524319
13	41773456	41777013	110486395
13	41739508	41772444	110486394
3	24320744	24330914	110514960
13	41778349	41857626	110486396
13	41871648	42008584	110486399
1	48591020	48596608	110524313
5	63929231	64062283	110524310
5	64132577	64143786	110524311
5	64184447	64237088	110524317
5	64177055	64183138	110524315
30	37498832	37523064	110521791
30	37173096	37356928	110521790
30	37730498	37818330	110521793
30	37584989	37587001	110521792
30	38045531	38121078	110521795
30	38152768	38213493	110521797
30	38216927	38221934	110521798
23	15167238	15189583	110502316
12	92138748	92173350	110516187
18	540380	550487	110516182
9	64443372	64453470	110516183
5	36249116	36258915	110523699
22	44954300	44956065	110501928
25	36693964	36697191	110505858
6	100772404	100779690	110513600
22	44659569	44664863	110501923
7	6450143	6522599	110513606
22	44928536	44933201	110501925
22	44947662	44950370	110501926
1	24297698	24343156	110513605
1	61517953	61540937	110526220
6	57760921	57762496	110526221
6	57763612	57808901	110526222
6	57842994	57863756	110526223
6	57916345	57921070	110526224
6	57941240	57943684	110526225
6	57928778	57936266	110526226
6	57955388	57962808	110526228
6	58112865	58136498	110526229
8	14698367	14706820	110529451
30	28992608	29001492	110521683
25	36657641	36673264	110505855
8	38463535	38467848	118965514
30	28949396	28977677	110521681
30	28944862	28948592	110521680
12	73656057	73656811	110538973
30	29066010	29117336	110521686
8	15039114	15105108	110529458
1	20320374	20362066	110505853
30	18983765	18985409	110520949
30	6932084	6937868	110520940
30	17221180	17223647	110520946
30	16212877	16220754	110520945
30	16210122	16211888	110520944
9	47626332	47627942	110533017
25	43766272	43767362	118944159
25	43746645	43747748	118944157
9	47635370	47636413	110533018
3	25837637	25854424	110515765
21	35719014	35735656	110500321
31	38793954	38904137	110505132
21	35999821	36039069	110500323
21	35788491	35982905	110500322
21	36189389	36237829	110500325
21	36058116	36094464	110500324
31	38963354	38967510	110505135
21	36300905	36406587	110500326
21	36426140	36457797	110500329
2	94814776	94872439	110500328
Y	20981279	20983028	110509803
3	12432169	12438782	110509802
Y	20970332	20978032	110509801
Y	20938438	20968130	110509800
Y	21004249	21096175	110509807
Y	21096285	21122009	110509806
Y	20983463	20985277	110509805
Y	20985126	20998097	110509804
3	12497538	12664742	110509809
Y	21138218	21146494	110509808
23	42178250	42190441	110502781
23	42145163	42173513	110502780
23	42197175	42354506	110502783
23	42495792	42545248	110502785
23	42358361	42452955	110502784
23	42545487	42618909	110502787
23	42477414	42495665	110502786
17	12026387	12031898	118940279
17	11843173	11850743	118940278
21	54955547	54960002	110500744
17	11558702	11561090	118940272
17	11515247	11527448	118940271
17	11461276	11470679	118940270
4	7690445	7692241	110522013
9	20079382	20082084	110531706
4	7569902	7580876	110522011
24	13478626	13481221	110503788
4	7671727	7682846	110522010
24	12858737	12881204	110503782
24	12794931	12824809	110503780
3	15900898	15912729	110503781
3	15824078	15830026	110503786
24	13424728	13437553	110503787
24	13057096	13068454	110503784
4	7807918	7818393	110522016
23	8959567	8982682	110531701
4	7580784	7603371	110522014
21	51053386	51067912	110500669
22	15990139	16000472	110501491
22	16002547	16021067	110501492
22	16045523	16088614	110501493
2	102575299	102614406	110501494
22	16118186	16151990	110501495
22	16152239	16217207	110501496
22	16328778	16338520	110501497
22	16535338	16537328	110501499
26	24055267	24080074	110506449
24	37431071	37432117	110503430
24	37599847	37664289	110503432
24	38202740	38436340	110503433
24	36255892	36413741	110503435
24	37291589	37375534	110503436
24	38531428	38570785	110503437
24	38989672	38998951	110503438
Y	29973566	29977591	110509374
Y	32610829	32612398	110509377
Y	31736713	31738259	110509376
Y	27820203	27822177	110509371
Y	28679044	28681351	110509373
Y	28268107	28269824	110509372
1	9789164	9811777	110518492
Y	33611933	33614099	110509379
3	11630843	11635397	110509378
7	70082033	70113471	110528367
7	70049291	70053772	110528366
7	69802983	69811294	110528365
7	70310220	70483971	110528364
7	69708160	69796822	110528363
1	69990307	69999497	110528362
7	69554159	69682851	110528361
31	26298775	26483992	110504416
7	70523601	70529578	110528369
7	70493160	70498739	110528368
30	6134746	6146587	100135943
17	28936671	28939970	100135940
8	58476472	58477642	110530234
11	34175502	34177730	110535603
11	33859835	33863490	110535600
8	59188067	59211817	110530237
8	57866164	57876385	110530230
11	34449722	34515337	110535607
8	58165647	58268383	110530232
2	14408991	14418164	110535605
11	34444520	34450214	110535608
11	34491045	34499127	110535609
8	59249702	59279537	110530238
8	59214394	59248869	110530239
17	12531105	12547254	110485448
13	3967535	3969147	110485449
13	5138584	5141623	110485440
17	11429734	11430780	110485441
17	11324885	11354057	110485442
13	5128224	5141579	110485443
17	11542451	11545690	110485444
13	5278946	5280863	110485445
13	4098921	4114272	110485446
27	6706664	6719264	110507429
27	6694165	6704533	110507428
27	6358173	6363321	110507422
27	6489704	6490788	110507421
27	6349144	6351899	110507420
27	6688521	6694020	110507427
27	6610446	6672160	110507425
27	6576429	6592527	110507424
1	73637635	73639525	110529095
25	18266815	18314285	110505498
25	18359091	18363235	110505499
25	17948642	17953543	110505495
25	18035954	18046689	110505496
25	18134262	18147193	110505497
25	17862962	17871919	110505490
25	17900530	17946354	110505492
25	17927262	17931769	110505493
18	57146149	57148279	110496578
18	57124127	57130231	110496574
8	19170773	19333997	110529548
8	19162179	19170392	110529549
8	19088865	19091183	110529544
8	19087161	19088718	110529545
8	19139486	19140671	110529546
8	19157262	19161639	110529547
8	18948277	19007324	110529540
8	19014870	19017768	110529541
8	19057886	19075303	110529542
8	19075589	19086401	110529543
10	36183235	36194217	110533767
10	36126080	36138679	110533766
1	10140230	10162948	110533764
10	36104781	36117760	110533763
10	36086295	36102648	110533762
10	35887135	35989662	110533760
18	57117468	57122355	110496573
2	38855182	38857226	110533769
10	36194574	36202847	110533768
9	58745833	58755855	110532496
9	58817004	58823053	110532497
9	58763665	58814538	110532495
9	16427088	16440148	110531619
1	88029528	88053890	110531618
9	58656277	58665931	110532490
9	58671354	58674299	110532491
9	16220150	16230807	110531615
9	16186257	16220121	110531614
9	16366488	16379577	110531617
9	16263464	16289868	110531616
9	16048744	16087030	110531611
9	15991941	16029898	110531610
1	91877562	91884380	110531613
9	16095962	16117909	110531612
32	31700650	31711516	110488287
10	53453977	53479366	110534269
10	53390041	53419391	110534268
28	31343995	31351517	110508952
10	52705965	52847128	110534262
10	52673732	52688469	110534261
10	52649394	52658991	110534260
2	18076971	18086938	110534267
3	10865535	10876129	110508957
10	52940850	52962268	110534265
10	52897712	52937641	110534264
20	23887264	23895702	110499214
20	23894637	23905815	110499215
20	23502714	23507658	110499216
20	23550104	23577452	110499217
20	23870490	23887420	110499210
20	23509632	23518623	110499211
2	89124306	89127179	110499212
20	23846856	23853884	110499213
20	23972492	23977455	110499218
20	23534916	23544723	110499219
19	59996525	60022616	110498222
19	59698827	59708136	110498223
19	59643231	59648821	110498220
12	35476601	35484510	110537514
12	35738287	36089854	110537515
12	36292707	36310874	110537516
12	36311115	36358023	110537517
12	35396884	35401227	110537510
12	35406837	35418103	110537511
12	35418302	35421957	110537512
12	36397598	36400542	110537518
12	36414082	36470446	110537519
18	11274895	11299017	110495612
27	37576199	37655431	110508013
27	37536529	37568873	110508012
12	32546918	32554656	100305176
3	48891513	48898487	100305177
15	58380971	58385593	100305174
21	12867488	12885770	100135794
4	6691712	6741931	100305172
11	58388546	58393909	100305173
22	881133	887974	100305170
18	41841796	41846073	100305171
8	52023768	52025826	100305178
20	10780398	10782116	100305179
32	32685687	32782036	110489432
3	22341744	22357183	110513878
9	42912383	42930990	110532148
9	42935264	42963028	110532149
9	42753276	42867302	110532144
16	18440013	18447730	110491500
9	42872106	42897888	110532146
9	42903096	42911687	110532147
9	42690293	42695335	110532140
9	42716234	42730116	110532143
25	11411524	11425956	118944219
5	8769784	8772389	110523148
5	8775134	8848988	110523149
5	8760831	8765948	110523147
5	8290855	8307015	110523144
5	8517256	8701336	110523145
5	8206491	8229291	110523142
5	8250159	8289257	110523143
25	11367801	11390467	118944217
25	11426888	11455371	118944216
21	20495159	20499298	110499966
21	20502117	20536425	110499967
21	20416399	20419086	110499964
11	69207662	69209332	110536644
3	34814879	34831228	100136118
13	58918836	58956176	100136119
11	66058286	66061970	110536641
21	20335194	20360136	110499961
15	78123082	78148831	100136114
16	18543964	18546172	110491508
Y	47479567	47511434	100136116
20	27642229	27660278	100136117
6	99406453	99412263	100136110
5	90756155	90779026	100136111
5	71831641	71833770	100136112
11	72595357	72596915	110536648
18	42279525	42286932	110496299
18	42105604	42132219	110496298
2	75894189	75902042	110496295
18	42048101	42056179	110496294
18	42145158	42268090	110496297
18	42056387	42075432	110496296
18	42015220	42028380	110496291
1	17744192	17781075	110496290
18	42037274	42046633	110496293
18	42028290	42035215	110496292
19	19737907	19741020	110497528
19	19731448	19736673	110497529
19	19878620	19903005	110497524
2	81350503	81358620	110497525
19	19745460	19751328	110497527
19	19997107	20033197	110497520
19	19929208	19947523	110497523
25	3607505	3632622	118936289
2	33075283	33080028	118936288
17	28460479	28466369	118936283
22	19307922	19311501	118936282
7	16636373	16646468	118936281
7	16598366	16607601	118936280
26	41906824	41916531	118936287
3	11754136	11776033	118936286
1	24921155	24938709	118936285
18	19353876	19373333	118936284
26	23795294	23921670	110506445
13	33421300	33442778	110486153
13	33348820	33413698	110486152
13	33320635	33327034	110486150
13	33654086	33679886	110486157
13	33616963	33625459	110486156
13	33588408	33599087	110486155
12	66925327	66959705	110486154
13	33686358	33693382	110486159
13	33637809	33653835	110486158
18	76907	89501	110528717
Y	30264990	30291203	110510009
21	64547942	64579984	110510008
Y	30120517	30127527	110510005
Y	30139343	30147325	110510004
Y	30152279	30154243	110510007
3	26769148	26797346	110516329
Y	30050188	30107501	110510000
1	22655517	22696514	110510003
Y	30129518	30135940	110510002
2	76066800	76069833	110496439
6	20487925	20499166	110525422
6	20452244	20464287	110525421
6	20440861	20445824	110525420
6	20544990	20554349	110525427
6	20537756	20551306	110525426
1	54504696	54570298	110525425
6	20527086	20528985	110525424
18	49973454	49982570	110496431
18	49931164	49967267	110496430
6	20533279	20537508	110525429
6	20554734	20564083	110525428
2	76053982	76066679	110496435
18	50023087	50034167	110496434
18	50164885	50208414	110496437
18	50101428	50104920	110496436
8	45509081	45601564	110529935
8	45485018	45495101	110529934
8	45611353	45614293	110529937
1	77482484	77484050	110529936
8	44616342	44901721	110529931
8	45203948	45462651	110529933
8	45122083	45173741	110529932
8	45678859	45684992	110529939
8	45651211	45676385	110529938
16	29907292	29925164	110491801
16	29776440	29779141	110491800
16	30142429	30144341	110491802
16	30599394	30658325	110491805
2	54521142	54525000	110491804
16	31314094	31462245	110491807
16	30924605	31019315	110491806
16	31270609	31285633	110491809
2	54847592	54852144	110491808
18	774850	784873	118941073
18	399768	422254	118941070
17	23963192	24031795	110493529
17	23868339	23880612	110493520
17	23884521	23899101	110493522
2	63239052	63248916	110493523
6	1598527	1620740	110493526
17	23907399	23959574	110493527
2	31867097	31871227	118939268
12	101820763	101852176	110512533
13	59921477	59932329	110512532
28	40684391	40740806	110509152
32	17862429	18232900	110489398
32	15986639	15996612	110489390
1	15436199	15447286	110489391
32	16515791	16605102	110489394
32	17393354	17421512	110489397
19	17980056	18005750	110497455
8	55872953	55896342	110530179
8	55815384	55839341	110530178
8	55786481	55800644	110530177
8	55799908	55814928	110530176
8	55769426	55774173	110530175
8	55730434	55764053	110530174
1	79720751	79765359	110530173
8	55631924	55682922	110530172
8	55683625	55688984	110530171
8	55567843	55614934	110530170
5	47128601	47161462	110523968
5	47124777	47127285	110523969
5	46798525	46894485	110523964
5	46911102	46926945	110523965
5	47039185	47056548	110523966
5	47090294	47108016	110523967
5	46449922	46468009	110523960
5	46498188	46547271	110523961
5	46572673	46610314	110523962
5	46726070	46738498	110523963
6	62648128	62683202	110526303
6	62500665	62566214	110526302
1	61677780	61684168	110526301
6	62490082	62491688	110526300
6	62723445	62742080	110526307
1	61652308	61676942	110526306
6	62742187	62748381	110526305
6	62966215	62974919	110526309
6	62948118	62965825	110526308
26	27600225	27628845	110506526
5	91072806	91075802	118964687
3	19356772	19408498	110512399
1	24085669	24091336	110512398
13	6034358	6132682	110512397
5	91987867	92000859	118964689
19	8611926	8626846	110498609
10	78816477	78862674	110498601
2	58797383	59033367	110492721
16	78206139	78314948	110492720
16	78404170	78414670	110492723
16	78324077	78381586	110492722
16	78441631	78454461	110492724
20	42392385	42400906	110499559
20	42339532	42365494	110499558
2	90793248	90868325	110499557
16	78167965	78193667	110492728
20	41830014	41862392	110499555
1	94642693	94715672	110499554
20	40357240	40399083	110499553
12	59508568	59539373	100301668
10	55445894	55467323	100301669
Y	32797625	32799913	100301662
28	31679423	31694153	100301663
Y	23851125	23852822	100301660
12	53801662	53804908	100301661
2	39410248	39412570	100301666
2	35240548	35265648	110488446
28	31718689	31763088	100301664
32	38204743	38548860	110488444
15	57066743	57068082	110490380
15	57096165	57101944	110490383
15	57067583	57083996	110490382
15	57125783	57143495	110490385
15	57086619	57096070	110490384
15	57231181	57247822	110490387
15	57153741	57230101	110490386
15	57253442	57258150	110490389
2	44464974	44472924	110490388
23	6908070	6943623	110516215
2	9245445	9284745	110510828
12	65590798	65592721	110510821
1	89883039	89899450	110510825
10	82212448	82232976	110510824
17	6852581	6861329	118940071
17	6741383	6783673	118940070
17	6970573	6990898	118940073
17	6936641	6938612	118940072
17	8246687	8250437	118940075
17	10936035	10952431	118940077
17	11488885	11491635	118940079
17	11445262	11448843	118940078
18	13475074	13503268	110495498
18	13730360	13778831	110495492
18	13685206	13699630	110495493
18	13795409	13800006	110495490
18	13592980	13622818	110495495
16	12392917	12395733	110491388
16	12398373	12402170	110491389
16	12297080	12299489	110491383
16	13508655	13516671	110491380
16	13545178	13546511	110491381
16	12348719	12380959	110491386
16	12383747	12391454	110491387
2	53252808	53285424	110491384
16	12310371	12338941	110491385
26	8290443	8349566	110526874
1	64468523	64471084	110526877
6	93527742	93535652	110526876
6	94043530	94114007	110526873
26	8202519	8276135	110526872
26	811990	886833	110526878
3	25156376	25161150	110515374
17	40273817	40313911	110493891
17	40392526	40424508	110493892
17	40767465	41084819	110493893
17	41530173	41547714	110493894
17	41493079	41509018	110493895
17	41510436	41555035	110493896
17	41641874	41706180	110493897
17	41727270	41737918	110493898
17	41756714	41814380	110493899
27	46375319	46411167	110515378
27	46362662	46365128	110515379
2	50124561	50127403	110491038
2	50150461	50159171	110491039
22	7988815	7992218	110501308
22	7992285	7996860	110501309
22	7608184	7668624	110501300
2	103675595	103677147	110501301
22	7719470	7736799	110501302
22	7791322	7905095	110501304
22	7912166	7954489	110501305
22	7956370	7978486	110501306
22	7993374	8006327	110501307
13	64494488	64501270	110487494
12	99921447	99946128	110487496
13	64473828	64489575	110487491
2	33002129	33010958	110487493
3	49135871	49249252	110520095
3	49088713	49134170	110520094
3	49266948	49281964	110520097
3	49255350	49257633	110520096
3	49062485	49070285	110520091
3	49052384	49057523	110520090
3	49075093	49079255	110520093
3	49057043	49075170	110520092
3	49296162	49300776	110520099
1	27205911	27215251	110520098
14	24706395	24709271	110489477
14	15142119	15143894	110489471
14	13912157	13913527	110489470
14	16212737	16215634	110489472
14	27643714	27648987	110489479
14	24772274	24774205	110489478
14	10587122	10601701	110487729
14	10299618	10328970	110487728
13	32592706	32602089	110515956
5	40555437	40556277	110515957
14	8808895	8816925	110487723
14	8394445	8432741	110487721
14	8028872	8305748	110487720
14	9398114	9425676	110487727
14	9233966	9246223	110487726
14	9007739	9219607	110487725
2	33466723	33476821	110487724
3	62090263	62102123	110520328
1	27850552	27978660	110520323
3	61768503	61772972	110520322
3	61648705	61663408	110520321
3	61663705	61728601	110520320
3	61966628	62081171	110520327
3	61919894	61956548	110520326
3	61836665	61841206	110520325
3	61773433	61832413	110520324
18	12665846	12677668	118941036
18	12308955	12317593	118941037
5	69198487	69228669	110524439
18	12214550	12216720	118941035
18	12230271	12237346	118941032
18	12869440	12874057	118941033
3	22457412	22460489	110514021
16	55755130	55769029	110492346
5	69025921	69050378	110524433
5	68944931	68978449	110524432
5	68910934	68936736	110524431
1	37688750	37693851	118966689
5	69143474	69187261	110524437
5	69086959	69135091	110524436
5	69066016	69076209	110524435
1	50226356	50231065	110524434
10	3809344	3818548	118966686
26	29718524	29735777	110506604
16	55742268	55745483	110492344
11	6379444	6480492	110536538
16	55654000	55661738	110492343
16	55646145	55649415	110492342
31	33089488	33099866	110505036
2	57536947	57546176	110492340
15	6119157	6132311	110490819
15	5366710	5368437	110490818
21	12745000	12825754	110490810
21	12397800	12401053	110490813
15	70877144	71062055	110490812
15	71738171	71763443	110490815
15	64222084	64227831	110490817
15	71764771	71778703	110490816
Y	19563521	19599545	110509763
26	29736045	29748130	110506606
17	74435617	74455534	110494551
17	74456019	74505674	110494552
31	18048178	18091740	110504710
17	74517673	74529873	110494553
9	32178279	32201170	110531923
Y	19599862	19611225	110509765
13	43265779	43272054	110486458
17	74597305	74601837	110494556
13	43018526	43020625	110486452
13	43027014	43032851	110486453
13	43011969	43017789	110486450
13	43020947	43025709	110486451
13	43067485	43079588	110486456
13	43227829	43252961	110486457
13	43032510	43039209	110486454
13	43039494	43049749	110486455
2	100038199	100049521	110500952
21	62880798	62903536	110500953
21	60257181	60272808	110500950
1	31461269	31549288	110521059
21	1863974	1985304	110500957
15	65987932	66009466	110500955
4	17629230	17746634	110521052
4	17881709	17883812	110521053
21	2541008	2575182	110500958
4	17599211	17606551	110521051
4	21290133	21302196	110521056
4	21316212	21352678	110521057
4	20493498	20651888	110521055
6	31545143	31607759	110525742
6	31616647	31631197	110525743
6	31465833	31539790	110525740
6	31644703	31654452	110525744
6	31652136	31656299	110525745
26	29625445	29643368	110506601
23	60371446	60633294	110515674
19	17892641	17903484	110497451
24	33449765	33581476	110503210
10	75518865	75521685	110516378
24	42358000	42370595	110503214
24	34163708	34171184	110503215
24	34173155	34340861	110503216
24	34501674	34638201	110503217
9	74789989	74792632	110503218
3	26896609	26914563	110516373
19	3100249	3103417	110516377
Y	34784319	34803941	110510159
3	33838962	33844810	110519069
11	16961687	16976531	110535399
19	35396830	35434230	110497728
19	35439126	35441887	110497729
19	35381630	35387298	110497726
2	82731023	82740774	110497727
19	35342553	35359253	110497724
11	16787452	16790203	110535393
2	13828279	13914376	110535394
11	16825985	16832892	110535395
11	16849751	16855529	110535396
11	16866667	16895512	110535397
30	43551650	43561525	110519394
24	3790339	3804669	110503498
24	27959164	28447338	110503384
23	33833067	33836044	110502628
23	33856625	34152286	110502629
23	33602518	33617557	110502623
23	33441958	33550430	110502620
23	33590457	33601995	110502621
23	33657488	33663402	110502626
23	33664088	33671763	110502627
23	33554265	33590741	110502624
23	33644096	33655722	110502625
18	20872500	20885233	110497094
