"gene","esoxID","Tau","tau_range","tau_mean","tau_med"
"110538432","ENSELUG00000022513",0.416563987984537,0.0666758147480186,0.449901895358547,0.449901895358547
"110486359","ENSELUG00000022513",0.483239802732556,0.0666758147480186,0.449901895358547,0.449901895358547
"100136169","ENSELUG00000023043",1,0,1,1
"110538429","ENSELUG00000023043",1,0,1,1
"110486363","ENSELUG00000000987",0.721526906148566,0.0439996232613902,0.743526717779261,0.743526717779261
"110538427","ENSELUG00000000987",0.765526529409956,0.0439996232613902,0.743526717779261,0.743526717779261
"110538425","ENSELUG00000023410",0.357275076674472,0.15343236384927,0.433991258599107,0.433991258599107
"110486365","ENSELUG00000023410",0.510707440523742,0.15343236384927,0.433991258599107,0.433991258599107
"110538424","ENSELUG00000023490",0.11581696677778,0.102599412416601,0.16711667298608,0.16711667298608
"110486366","ENSELUG00000023490",0.218416379194381,0.102599412416601,0.16711667298608,0.16711667298608
"110486367","ENSELUG00000023511",0.75412717814134,0.198245328152535,0.853249842217608,0.853249842217608
"118937738","ENSELUG00000023511",0.952372506293875,0.198245328152535,0.853249842217608,0.853249842217608
"110486373","ENSELUG00000023699",0.143378942937171,0.00552598275720431,0.146141934315773,0.146141934315773
"110538421","ENSELUG00000023699",0.148904925694376,0.00552598275720431,0.146141934315773,0.146141934315773
"110538416","ENSELUG00000024488",0.462265959322835,0.102524962372001,0.411003478136835,0.411003478136835
"110486377","ENSELUG00000024488",0.359740996950834,0.102524962372001,0.411003478136835,0.411003478136835
"110485175","ENSELUG00000024523",0.767269112929566,0.0952028100543252,0.719667707902404,0.719667707902404
"110538415","ENSELUG00000024523",0.672066302875241,0.0952028100543252,0.719667707902404,0.719667707902404
"110486382","ENSELUG00000006223",0.384258861791807,0.0608216977556303,0.414669710669622,0.414669710669622
"110538410","ENSELUG00000006223",0.445080559547437,0.0608216977556303,0.414669710669622,0.414669710669622
"110538412","ENSELUG00000006308",0.507840427614671,0.0314986153881024,0.492091119920619,0.492091119920619
"110486380","ENSELUG00000006308",0.476341812226568,0.0314986153881024,0.492091119920619,0.492091119920619
"110486383","ENSELUG00000006337",0.411567123653602,0.0741595179800594,0.448646882643631,0.448646882643631
"110538409","ENSELUG00000006337",0.485726641633661,0.0741595179800594,0.448646882643631,0.448646882643631
"110491477","ENSELUG00000000273",0.268953705955443,0.118424700165437,0.209741355872724,0.209741355872724
"110499067","ENSELUG00000000273",0.150529005790005,0.118424700165437,0.209741355872724,0.209741355872724
"110486386","ENSELUG00000006472",0.343909880413491,0.158893825063154,0.264462967881914,0.264462967881914
"110538404","ENSELUG00000006472",0.185016055350337,0.158893825063154,0.264462967881914,0.264462967881914
"110486388","ENSELUG00000006495",0.598044146900564,0.246280642350242,0.474903825725443,0.474903825725443
"110538405","ENSELUG00000006495",0.351763504550322,0.246280642350242,0.474903825725443,0.474903825725443
"110538400","ENSELUG00000006546",0.129110718669055,0.0258261731611378,0.142023805249624,0.142023805249624
"110486392","ENSELUG00000006546",0.154936891830193,0.0258261731611378,0.142023805249624,0.142023805249624
"110538398","ENSELUG00000006560",0.924272681565952,0.0110234865114592,0.918760938310222,0.918760938310222
"110486393","ENSELUG00000006560",0.913249195054492,0.0110234865114592,0.918760938310222,0.918760938310222
"110486394","ENSELUG00000006622",0.635193355814484,0.0634922728779551,0.603447219375506,0.603447219375506
"110538397","ENSELUG00000006622",0.571701082936529,0.0634922728779551,0.603447219375506,0.603447219375506
"110486396","ENSELUG00000006701",0.783354722849462,0.00107395238290064,0.783891699040912,0.783891699040912
"110538394","ENSELUG00000006701",0.784428675232363,0.00107395238290064,0.783891699040912,0.783891699040912
"110538388","ENSELUG00000006897",0.780429884214398,0.176412112477016,0.69222382797589,0.69222382797589
"110486399","ENSELUG00000006897",0.604017771737382,0.176412112477016,0.69222382797589,0.69222382797589
"110538389","ENSELUG00000001611",0.722580478406163,0.28913221454469,0.578014371133818,0.578014371133818
"110486400","ENSELUG00000001611",0.433448263861473,0.28913221454469,0.578014371133818,0.578014371133818
"110538386","ENSELUG00000007133",0.325309868932234,0.108126675448113,0.271246531208177,0.271246531208177
"110486401","ENSELUG00000007133",0.217183193484121,0.108126675448113,0.271246531208177,0.271246531208177
"110499254","ENSELUG00000015538",0.135330236315253,0.159874186677989,0.215267329654248,0.215267329654248
"110502960","ENSELUG00000015538",0.295204422993242,0.159874186677989,0.215267329654248,0.215267329654248
"110538385","ENSELUG00000000256",0.152850111592072,0.000132364850377958,0.152783929166883,0.152783929166883
"110486402","ENSELUG00000000256",0.152717746741694,0.000132364850377958,0.152783929166883,0.152783929166883
"110538384","ENSELUG00000007207",0.937680981767995,0.030336605139291,0.922512679198349,0.922512679198349
"110486404","ENSELUG00000007207",0.907344376628703,0.030336605139291,0.922512679198349,0.922512679198349
"110502855","ENSELUG00000020313",0.115959400710071,0.61255094828265,0.422234874851396,0.422234874851396
"110499102","ENSELUG00000020313",0.728510348992721,0.61255094828265,0.422234874851396,0.422234874851396
"110486408","ENSELUG00000007292",0.863084333620596,0.012040008535442,0.857064329352875,0.857064329352875
"110538378","ENSELUG00000007292",0.851044325085154,0.012040008535442,0.857064329352875,0.857064329352875
"110538375","ENSELUG00000007331",0.382048256803857,0.00461032249343829,0.384353418050576,0.384353418050576
"110486410","ENSELUG00000007331",0.386658579297296,0.00461032249343829,0.384353418050576,0.384353418050576
"110486414","ENSELUG00000007572",0.241093413352084,0.126950428849947,0.304568627777058,0.304568627777058
"110538374","ENSELUG00000007572",0.368043842202031,0.126950428849947,0.304568627777058,0.304568627777058
"110486416","ENSELUG00000000279",0.491840389527717,0.169007700994843,0.407336539030295,0.407336539030295
"110538372","ENSELUG00000000279",0.322832688532874,0.169007700994843,0.407336539030295,0.407336539030295
"110486417","ENSELUG00000007725",0.696072272454091,0.140084043879025,0.626030250514579,0.626030250514579
"110538370","ENSELUG00000007725",0.555988228575066,0.140084043879025,0.626030250514579,0.626030250514579
"110538367","ENSELUG00000007878",0.498679426448513,0.00301810293085136,0.497170374983087,0.497170374983087
"110486421","ENSELUG00000007878",0.495661323517662,0.00301810293085136,0.497170374983087,0.497170374983087
"110538359","ENSELUG00000008210",0.224963875235097,0.0231224782023026,0.236525114336248,0.236525114336248
"110486429","ENSELUG00000008210",0.248086353437399,0.0231224782023026,0.236525114336248,0.236525114336248
"110486430","ENSELUG00000008252",0.259398496266141,0.0068121663850107,0.255992413073636,0.255992413073636
"110538357","ENSELUG00000008252",0.252586329881131,0.0068121663850107,0.255992413073636,0.255992413073636
"110538356","ENSELUG00000008292",0.56695381767402,0.261928211495478,0.435989711926281,0.435989711926281
"110486431","ENSELUG00000008292",0.305025606178541,0.261928211495478,0.435989711926281,0.435989711926281
"110493444","ENSELUG00000001627",0.307699988599616,0.02459002854169,0.319995002870461,0.319995002870461
"110485691","ENSELUG00000001627",0.332290017141306,0.02459002854169,0.319995002870461,0.319995002870461
"110538352","ENSELUG00000000319",0.290631839179039,0.170213743858555,0.205524967249762,0.205524967249762
"110486436","ENSELUG00000000319",0.120418095320485,0.170213743858555,0.205524967249762,0.205524967249762
"110486437","ENSELUG00000008577",1,0,1,1
"110538349","ENSELUG00000008577",1,0,1,1
"110486439","ENSELUG00000008582",0.944947568602441,0.00969483507173452,0.949794986138308,0.949794986138308
"110538347","ENSELUG00000008582",0.954642403674175,0.00969483507173452,0.949794986138308,0.949794986138308
"110486443","ENSELUG00000008759",0.270112461239383,0.0810324075735218,0.310628665026144,0.310628665026144
"110538344","ENSELUG00000008759",0.351144868812904,0.0810324075735218,0.310628665026144,0.310628665026144
"110486442","ENSELUG00000008788",0.198512282275791,0.676301123740711,0.536662844146146,0.536662844146146
"110538343","ENSELUG00000008788",0.874813406016502,0.676301123740711,0.536662844146146,0.536662844146146
"110538342","ENSELUG00000008812",0.270364438128377,0.059267876985558,0.299998376621156,0.299998376621156
"110486444","ENSELUG00000008812",0.329632315113935,0.059267876985558,0.299998376621156,0.299998376621156
"110486445","ENSELUG00000008885",0.277870864185183,0.0899142543960293,0.232913736987169,0.232913736987169
"110538341","ENSELUG00000008885",0.187956609789154,0.0899142543960293,0.232913736987169,0.232913736987169
"110538337","ENSELUG00000008911",0.215622325447776,0.0545663015570455,0.242905476226298,0.242905476226298
"110486447","ENSELUG00000008911",0.270188627004821,0.0545663015570455,0.242905476226298,0.242905476226298
"110538338","ENSELUG00000008971",0.494106042746741,0.0120457681659268,0.488083158663778,0.488083158663778
"110486446","ENSELUG00000008971",0.482060274580814,0.0120457681659268,0.488083158663778,0.488083158663778
"110485181","ENSELUG00000009285",0.726762933633872,0.247238233276452,0.850382050272098,0.850382050272098
"110538963","ENSELUG00000009285",0.974001166910324,0.247238233276452,0.850382050272098,0.850382050272098
"110538329","ENSELUG00000000346",0.451169764997817,0.0013900296774938,0.451864779836564,0.451864779836564
"110486458","ENSELUG00000000346",0.452559794675311,0.0013900296774938,0.451864779836564,0.451864779836564
"110538326","ENSELUG00000009415",0.81381827486914,0.184178938171919,0.905907743955099,0.905907743955099
"110486463","ENSELUG00000009415",0.997997213041059,0.184178938171919,0.905907743955099,0.905907743955099
"110486464","ENSELUG00000009448",0.82184070832192,0.207633584849986,0.718023915896927,0.718023915896927
"100136171","ENSELUG00000009448",0.614207123471934,0.207633584849986,0.718023915896927,0.718023915896927
"118937824","ENSELUG00000009458",1,0,1,1
"110486465","ENSELUG00000009458",1,0,1,1
"110486467","ENSELUG00000009495",0.165968102278092,0.0197784571272571,0.156078873714463,0.156078873714463
"110538319","ENSELUG00000009495",0.146189645150835,0.0197784571272571,0.156078873714463,0.156078873714463
"110538315","ENSELUG00000009601",0.748487097914837,0.00189247158608008,0.747540862121797,0.747540862121797
"110486474","ENSELUG00000009601",0.746594626328757,0.00189247158608008,0.747540862121797,0.747540862121797
"110538313","ENSELUG00000000354",0.25840170125574,0.170284983741388,0.173259209385046,0.173259209385046
"110486476","ENSELUG00000000354",0.0881167175143517,0.170284983741388,0.173259209385046,0.173259209385046
"110486477","ENSELUG00000009679",0.435006024049362,0.26707295076477,0.568542499431747,0.568542499431747
"110538312","ENSELUG00000009679",0.702078974814132,0.26707295076477,0.568542499431747,0.568542499431747
"110487546","ENSELUG00000009737",0.78682463691322,0.212017545230959,0.68081586429774,0.68081586429774
